structure,mp,rings,heavy atoms,single bonds,triple bonds,reactive,molar mass,refractivity,formal charge,logP,tpsa,dipole moment,energy,density,volume,PCA1,PCA2
O=[N+]([O-])c1ccc(NN=C2C=C(c3ccccc32)c2ccccc2)cc1,265.5,18,26,23,0,0,341.37,9.984026,0,4.6735902,70.209999,7.605535,-164.22716,1.030794,331.17188,-1.8348,3.4115
O=C1C(=CCC=C2C(=O)C3(C)CCC2C3(C)C)C2CCC1(C)C2(C)C,266,0,25,56,0,1,340.50699,9.9684677,0,5.2796998,34.139999,2.7289305,-164.59416,0.92137861,369.5625,-2.8626,5.5551
ClC=1C(=O)C(C#N)=C(C#N)C(=O)C=1NCCc1ccccc1,266,6,22,21,2,0,311.728,8.3858843,0,1.7646379,93.75,6.1727848,-149.01874,1.0834469,287.71875,0.4869,-0.7262
O=C(O)CCC(C)C1CCC2C(C(=O)O)C(CCC21C)C1(C)CCCCC1C(=O)O,266,0,30,67,0,0,422.56198,11.355136,0,4.9116998,111.9,10.446502,-225.27754,1.0117459,417.65625,-10.6959,-5.0775
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=Cc1ccccc1OC,266,12,28,31,0,0,375.384,10.294249,0,2.5100999,91.230003,5.8128424,-191.16881,1.0733403,349.73438,-4.841,-2.3875
O=C(OC=1C2=CC(C=Cc3ccccc3)=C(N)C=C2=NC=1c1ccccc1)C,266,12,28,31,0,1,367.42798,11.020893,0,4.5172,64.68,4.0259399,-175.39656,0.99993157,367.45312,-4.5609,3.0278
O=[N+]([O-])C=1C=CC=2C(=NC(c3cccc(c3)C3N=C4C=C([N+](=O)[O-])C=CC4=C3O)C=2O)C=1,266,6,32,32,0,0,428.35999,10.776809,0,3.44098,156.82001,4.488472,-225.05847,1.2030472,356.0625,-7.4159,-6.2274
O=C(Nc1ccc(C)cc1)Nc1ccc(C)cc1,266,12,18,22,0,0,240.306,7.3327127,0,3.9474399,41.130001,3.0548418,-114.56182,0.93074214,258.1875,3.5723,1.6728
O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C=C1N=C(OC1=O)c1ccccc1)C=C1N=C(OC1=O)c1ccccc1,266,18,38,30,0,0,510.418,12.988941,0,4.1919999,168.96001,3.1789296,-272.5304,1.2002774,425.25,-13.2313,-5.3639
O=C1C(C)C2CC(O)C3C1(C2O)C(O)CC1C(C)(CCCC31CO)CO,266.20001,0,26,60,0,0,368.47,9.3921747,0,0.091499999,118.22,2.4912579,-200.63411,1.0460004,352.26562,-5.3113,-5.348
Clc1c(Cl)c(Cl)c2C(=O)c3c([N+](=O)[O-])c(ccc3C(=O)c2c1Cl)C=O,266.5,12,25,14,0,1,419.00299,8.9799976,0,4.9015002,97.029999,4.3745475,-204.5092,1.4249531,294.04688,-0.7486,-2.2485
O=C1c2ccccc2C(=O)C1=C1Nc2cc(O)ccc2C=C1,266.5,12,22,20,0,0,289.28998,8.1326771,0,3.1642001,66.400002,3.36165,-145.01073,1.0533401,274.64062,2.0827,0.639
[S+2]([O-])([O-])(O)c1cc([N+](=O)[O-])ccc1C=Cc1ccc([N+](=O)[O-])cc1[S+2]([O-])([O-])O,266.5,12,28,24,0,0,430.37,9.2327261,0,1.0354,200.38,2.873986,-235.85483,1.3693105,314.29688,-6.7262,-11.3154
s1c2sc(c(N=COCC)c2c(N=COCC)c1C(=O)OCC)C(=O)OCC,267,8,28,38,0,0,426.51401,11.128209,0,4.7087998,95.779999,6.1085629,-213.73114,1.1195971,380.95312,-8.4668,-3.996
O=C1Nc2ccccc2C1=C1CCCC1=O,267,6,16,20,0,0,213.23599,6.0461884,0,2.1452999,46.169998,0.49103463,-106.62747,1.0108966,210.9375,7.5538,-0.9552
O=C1N(c2ccccc2)c2ccccc2C(O)=C1C(=NN=C1c2ccccc2NC1=O)C,267,18,32,31,0,0,422.444,11.968823,0,4.4513001,94.360001,6.9069896,-206.68457,1.0663991,396.14062,-7.7398,0.5083
O=[N+]([O-])c1ccc(cc1)C=Cc1[nH0]c2cc([N+](=O)[O-])ccc2[nH0]1c1ccc(C)cc1,267,21,30,24,0,0,400.39398,11.037327,0,5.3207202,109.46,7.3939099,-202.48018,1.0934125,366.1875,-6.1339,-0.3086
O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1CC(=O)Nc1ccccc1)CC(=O)Nc1ccccc1,267,18,32,30,0,0,434.40799,11.482164,0,3.86534,149.84,9.2342272,-229.30864,1.1131977,390.23438,-9.8986,-5.1279
O=[N+]([O-])c1c(C)ccc2C(=O)c3ccccc3C(=O)c12,267.5,12,20,16,0,0,267.23999,7.1149187,0,2.6786201,79.959999,4.4642987,-140.87741,1.1093831,240.89062,3.7548,-2.5265
O=CC=1C(=O)Oc2ccccc2C=1N,267.5,6,14,13,0,1,189.17,5.0007401,0,0.4743,69.389999,7.8777466,-101.25903,1.1017271,171.70312,8.7502,-4.2064
O=CNc1ccc(cc1C)c1ccc(NC=O)c(C)c1,267.5,12,20,23,0,0,268.31598,7.9316807,0,3.1070399,58.200001,0.13270268,-132.43828,0.97100502,276.32812,0.8453,-2.2556
[Cl+3]([O-])([O-])([O-])[O-].[P+]([O-])(c1ccccc1)(c1ccccc1)c1cc([o+]c(c1)c1ccccc1)c1ccccc1,267.5,30,37,32,0,0,532.91602,14.703332,0,4.9886999,98.489998,35.505524,-258.66879,1.1149235,477.98438,-13.6318,3.0541
Brc1cccc2c(cccc12)C=NNc1ccc([N+](=O)[O-])cc1,267.5,16,23,18,0,0,370.20599,9.1977968,0,5.0297999,70.209999,7.3316665,-157.03534,1.2359512,299.53125,-0.0396,1.8911
O=C(Nc1cc(cc(NC(=O)C)c1CCNC(=O)c1ccccc1)CCNC(=O)c1ccccc1)C,268,18,36,46,0,0,486.57199,14.026031,0,3.5483401,116.4,4.1334414,-242.99352,1.0029181,485.15625,-15.5073,-2.4817
ClC1=C(C=CC2=[N+](C)c3ccc(C)cc3C2(C)C)CCCC1=CC=C1N(C)c2ccc(C)cc2C1(C)C.[Cl+3]([O-])([O-])([O-])[O-],268,12,42,68,0,0,611.60999,16.838186,0,8.3051395,74.529999,15.187986,-293.65802,1.0407338,587.67188,-20.2594,6.5688
ClC(=Cc1cccc(c1)C=C(Cl)c1ccc(C#N)cc1[N+](=O)[O-])c1ccc(C#N)cc1[N+](=O)[O-],268,18,34,24,2,0,491.28998,12.742946,0,6.7201681,139.22,4.5112395,-237.4214,1.1763023,417.65625,-10.078,1.415
Brc1ccc(NN=C2C(=O)NC(=S)NC2=O)cc1,268,6,18,16,0,0,327.16199,7.1435275,0,0.59320003,114.68,5.5874548,-132.97337,1.3677162,239.20312,3.3499,-4.7478
FC(F)(F)C=1N2N=C(N)C(=NN=C=3C=CC(O)=CC=3)C2=NC(=O)C=1,268.5,0,24,25,0,0,337.241,7.3868356,0,1.0459,116,5.252409,-196.93941,1.2914153,261.14062,0.2389,-4.8166
O=C1OC(=O)C23Cc4ccccc4CC13Cc1ccccc1C2,268.5,12,23,29,0,1,304.345,8.6255589,0,2.64008,43.369999,4.7700033,-151.64247,1.0767319,282.65625,1.2708,1.2053
O=C1N(c2ccccc2)c2ccccc2C(O)=C1C(=Nc1ccccc1O)C,268.5,18,28,28,0,0,370.40799,10.756688,0,5.1321998,73.129997,4.325798,-182.39456,1.032946,358.59375,-4.7989,0.8443
O=[N+]([O-])C1=CN(C)C(=O)N=C1O,268.5,0,12,13,0,0,171.112,3.5689948,0,0.12639999,98.720001,5.2333031,-100.95264,1.3519961,126.5625,9.413,-12.9316
[Cl+3]([O-])([O-])([O-])[O-].O=C(O)c1cc([o+]c(c1)c1ccc(OC)cc1)c1ccc(OC)cc1,268.5,18,30,29,0,0,436.79999,10.571399,0,4.1349001,137.17999,18.930182,-242.12747,1.1914588,366.60938,-9.3754,-5.8433
Brc1cccc2c(cccc12)C=CC(=O)O,269.5,10,16,13,0,0,277.117,6.6933599,0,3.7734001,37.299999,3.8600667,-113.56632,1.2074815,229.5,6.5643,0.2126
N#CC(=Cc1ccccc1C)c1[nH0]c2ccccc2[nH0]1C,269.5,15,21,20,1,0,273.33899,8.4928312,0,4.3051038,41.610001,2.5378368,-123.50147,0.95002151,287.71875,2.112,5.1826
O=C(N1c2cc3CCC(N(c3cc2CCC1C)C(=O)c1ccccc1)C)c1ccccc1,269.5,18,32,44,0,0,424.54398,12.747829,0,5.6495399,40.619999,0.10995908,-202.09727,0.98756278,429.89062,-8.5687,5.2785
[nH0]1cccc2ccc3ccc4ccc5ccc6ccccc6c5c4c3c12,270,26,26,15,0,0,329.40198,10.592855,0,6.8476,12.89,1.424283,-145.39435,1.0023167,328.64062,-0.1012,9.3708
Brc1ccccc1NN=C1C(=O)NN=C1C=1C(=O)N(C)c2ccccc2C=1O,270,12,28,28,0,0,440.25699,10.51903,0,2.7218001,106.39,6.1560392,-195.52748,1.2726489,345.9375,-4.9312,-2.3004
Brc1cc(Br)c(NN=C(C#N)C=2=Nc3ccccc3N=2)c(Br)c1,270,6,23,20,1,0,496.96799,9.6465158,0,4.9965739,72.900002,4.2241659,-162.65051,1.4780405,336.23438,-0.2104,3.7938
O=[N+]([O-])c1cccc(NN=C2C(=O)NC(=O)NC2=O)c1,270,6,20,17,0,0,277.19598,6.2787414,0,-0.27129999,145.48,2.4681511,-154.74326,1.2733666,217.6875,1.5418,-12.5732
O=C1NC(=O)C(=Cc2oc(cc2)c2ccccc2)C(=O)N1,270,11,21,18,0,0,282.255,7.4958372,0,1.696,88.410004,3.4661939,-148.69006,1.1206849,251.85938,1.5539,-5.1171
Brc1cccc2cc(ccc12)C=NNC(=O)N,270,10,17,15,0,0,292.13599,6.9854674,0,2.6777999,67.480003,3.6704314,-117.43089,1.2544756,232.875,5.042,-0.3973
O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C=Cc1ccccc1NC(=O)C)C=Cc1ccccc1NC(=O)C,270,18,36,36,0,0,486.48398,13.23997,0,5.7606001,149.84,7.980453,-252.50955,1.0971905,443.39062,-13.8215,-3.7413
O=C1c2ccccc2C(=O)C1=C1Nc2ccc(cc2C=C1)c1ccccc1,270.5,18,27,24,0,0,349.38898,10.477304,0,5.1255999,46.169998,2.7985029,-165.7487,0.9954102,351,-2.1989,5.53
O=C1N=CN=C2N(NC=C21)c1ccccc1OC,270.5,6,18,20,0,1,242.23799,6.4550452,0,0.8707,66.290001,8.6711416,-121.80601,1.0633218,227.8125,5.1232,-2.3847
o1c2ccc1c1oc(cc1)C=Cc1oc(cc1)c1oc(cc1)C=C2,270.5,20,24,18,0,0,316.31198,8.9358664,0,6.0468001,52.560001,0.019646883,-161.44164,1.0635129,297.42188,0.6994,4.8349
Clc1ccc(Cl)c(NN=C(c2sc3ccccc3[nH0]2)C(=O)N)c1,271,15,23,17,0,0,365.24399,9.379303,0,3.9572001,80.370003,2.7851505,-160.04239,1.2108581,301.64062,-0.1791,0.6874
FC(F)(F)c1cccc(NN=C(C#N)C=2=Nc3ccccc3N=2)c1,271,6,24,23,1,0,328.27698,8.0660458,0,3.819474,72.900002,2.3730543,-180.485,1.134312,289.40625,0.7083,1.1676
O=[N+]([O-])c1ccccc1NN=C(C#N)C=1=Nc2ccccc2N=1,271,6,23,21,1,0,305.27701,8.056839,0,2.3973739,118.72,3.3270044,-150.39638,1.1449677,266.625,0.6025,-2.1313
BrC(Br)(Br)C(=O)[O-].O=C1N(C)C(=O)C=C([N+])N1C,271,0,18,23,0,0,451.897,7.3500671,0,-0.83170003,108.39,6.7025266,-165.81775,1.6530297,273.375,1.331,-4.9006
O=[N+]([O-])c1ccc(NN=C(C)c2[nH0]c3c([nH0]c2C)ccc2ccccc23)cc1,271,20,28,24,0,0,371.39999,10.617119,0,4.8357201,95.989998,8.2429247,-179.68126,1.0555822,351.84375,-4.2043,1.725
O=C1OC(=NC1=Cc1ccc(cc1)C=C1N=C(OC1=O)c1ccccc1)c1ccccc1,271,18,32,28,0,0,420.42398,11.986346,0,4.3755999,77.32,4.2044291,-209.11716,1.0601708,396.5625,-7.9075,1.4741
O=C1CC(C)(C)CC=2Nc3c4ccccc4ccc3C(c3ccc(N(C)C)cc3)C1=2,271.5,16,30,43,0,0,396.534,12.115488,0,6.1064,32.34,3.4674964,-184.23126,0.95716131,414.28125,-5.9342,7.7642
FC(F)(F)C1=NNC(=O)C1=NNc1[nH][nH0]c(c1)c1ccccc1,271.5,11,23,20,0,0,322.25,7.4080954,0,1.8927,94.529999,2.7547047,-184.88861,1.2501667,257.76562,0.9863,-2.5222
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=CNc1ccccc1,272,12,27,29,0,0,360.37299,9.9501009,0,2.4138999,94.029999,7.1705065,-179.69025,1.0909547,330.32812,-3.8777,-2.251
o1cccc1C=Cc1[nH0]c2cc3[nH0]c(ccc3cc2cc1)C=Cc1occc1,272,24,28,20,0,0,364.40399,11.030086,0,6.3098001,52.060001,3.0286646,-173.33438,0.99858081,364.92188,-3.8705,6.0106
O=C1NC(=O)C(Cc2cccc(c2)CC2C(=O)NC(=O)NC2=O)C(=O)N1,272,6,26,30,0,0,358.31,8.7181005,0,-1.26406,150.53999,0.97935593,-196.17575,1.2013117,298.26562,-4.6528,-13.307
[I-].[I-].[N+](C)(C)(C)C1CCCCC([N+](C)(C)C)CCCC1,272,0,20,54,0,0,510.28598,11.187099,0,-2.7216001,0,84.165062,-145.2896,1.4297479,356.90625,-7.5736,-3.6292
O=C(Nc1cccc(N=Nc2cccc(NC(=O)C)c2)c1)C,272,12,22,24,0,0,296.32999,8.4490232,0,4.0187998,82.919998,3.8485177,-146.45013,1.0224335,289.82812,-0.8379,-1.37
O=C1N(c2ccccc2)c2ccccc2C=2NCC(N=C(C)C=21)C,273,12,24,31,0,0,317.392,9.4337292,0,3.5286,44.700001,5.3160896,-149.24327,1.0004476,317.25,-0.4179,2.8662
Brc1ccc2O[P+]([O-])(OCC)C3(C(=O)OCC)C(c2c1)C1([P+]([O-])(Oc2ccc(Br)cc2C31)OCC)C(=O)OCC,273,12,40,58,0,1,722.25598,15.853301,0,4.9466,123.66,0.5308013,-320.87085,1.301912,554.76562,-18.6462,-2.3978
[Cl+3]([O-])([O-])([O-])[O-].Fc1ccc(cc1)c1[o+]ccc(c1)c1ccc(F)cc1,273.5,18,25,19,0,0,368.71899,8.7484722,0,5.2403002,81.419998,26.470179,-209.90785,1.2414781,297,-3.0624,-3.4039
O=C1N(c2[nH0]c3ccccc3[nH]2)C(=O)c2ccccc21,273.5,15,20,14,0,0,263.25598,7.3241606,0,2.3635001,66.059998,4.7020068,-129.58997,1.0576512,248.90625,3.3808,-3.2512
FC(F)(F)C1=NNC(=O)C1=NNc1ccccc1C(=O)O,274,6,21,19,0,0,300.19598,6.376699,0,1.2007999,103.15,2.6173882,-184.74402,1.3451337,223.17188,1.9367,-7.7619
O=[N+]([O-])c1ccc(NN=C(C#N)C2=NC(=O)C=3C=CC=CC=3=N2)cc1,274,6,25,21,1,0,333.28699,8.6537676,0,2.0402839,135.78999,9.5725832,-168.29088,1.149947,289.82812,-1.6256,-4.0594
S1C(=N)NC(=O)C1=NNc1ccccc1[N+](=O)[O-],274,6,18,16,0,0,265.25299,6.3185058,0,0.88997,123.16,2.4034426,-132.14011,1.2208697,217.26562,3.8281,-6.9065
BrC1=NN=C2=Nc3ccccc3N=C21,274.5,0,14,14,0,0,248.063,5.3298922,0,1.66049,49.439999,4.7116632,-92.200027,1.3674446,181.40625,10.0154,1.7441
O=[N+]([O-])c1ccc(NN=C2Cc3c2ccc2ccccc32)c([N+](=O)[O-])c1,274.5,16,26,21,0,0,348.31799,9.195735,0,4.02847,116.03,8.0907717,-179.17189,1.1217971,310.5,-1.926,-1.9218
O=C1N=C(N=C2=CC=CC=C12)C1=Cc2ccccc2OC1=N,275,6,22,21,0,0,288.28598,8.0798464,0,2.5936699,74.870003,3.0427799,-140.43123,1.0627443,271.26562,2.1229,0.2746
Cl.Cl.Cl.Cl.NCCc1cc(N)c(cc1N)CCN,275,6,18,30,0,0,340.12601,8.7032547,0,3.0613401,104.08,4.0330558,-149.29245,1.199739,283.5,-2.6778,0.7194
S1c2ccccc2N2C1=C(C#N)c1[nH0]cccc1C2=O,275,12,20,15,1,0,277.30701,7.702774,0,2.8118839,56.990002,4.3083854,-123.54237,1.0793437,256.92188,4.5504,1.1062
O=C1NN(c2ccccc2)C(=O)C1=Cc1ccccc1,275,12,20,19,0,1,264.284,7.6652579,0,2.148,49.41,0.50924653,-129.65382,1.0371704,254.8125,2.585,-0.3497
O=C(N1c2cc3[nH]c(C)cc3cc2CC1C)C,275,9,17,24,0,0,228.295,6.7384868,0,2.7737899,36.099998,1.555145,-109.45211,0.96979159,235.40625,6.0395,1.1936
N1=C(N=C(c2ccccc2)C1=C=1C=CC=CC=1)c1ccccc1,275,12,23,23,0,0,295.36499,9.3422461,0,4.5942998,24.719999,1.0280584,-131.83362,0.93976432,314.29688,0.8594,6.5436
N(=Nc1ccc(N=Nc2ccc(N=Nc3ccc(N=Nc4ccccc4)cc3)cc2)cc1)c1ccccc1,275,30,38,30,0,0,494.56198,14.846214,0,11.3482,98.879997,0,,1.0158536,486.84375,-14.1802,10.0657
[Cl+3]([O-])([O-])([O-])[O-].o1c2[c+]cc(C)c3cc(oc3c2c2cc(OC)ccc12)C,275.5,17,26,23,0,0,378.76398,9.3282108,0,4.7635398,103.79,39.733829,-204.98247,1.1466296,330.32812,-3.5714,-2.3521
ClC=1C=C(Cl)C(=NN=C2C3=NC(=O)C=C(N3N=C2N)C(F)(F)F)=C(Cl)C=1,276,0,26,24,0,0,424.577,8.6134453,0,2.8597,95.769997,3.5073187,-223.40004,1.3862324,306.28125,-0.9255,-1.2223
O=C1N(Cc2ccccc2)C(C)=CC=2OC(N)=C(C#N)C(c3ccccc3)C1=2,276,12,28,33,1,0,369.42398,10.796002,0,3.960984,79.349998,6.6847587,-177.3333,1.0158604,363.65625,-4.3395,2.9471
O=C1NN(c2ccccc2)C(=O)C1=CNc1ccccc1,276,12,21,21,0,1,279.29898,7.970603,0,2.0604,61.439999,3.2475936,-137.37968,1.013847,275.48438,1.3296,-1.1075
Sc1[nH0][nH0]c([nH0]1N=Cc1ccc(F)cc1)C(F)(F)F,276,11,19,14,0,1,290.24399,6.2952356,0,2.9617,81.870003,5.8310075,-167.87253,1.3463517,215.57812,4.7466,-1.7638
O=[N+]([O-])c1c(C=Cc2ccccc2)c(NC(=O)C)cc(NC(=O)C)c1C=Cc1ccccc1,276,18,33,35,0,0,441.487,12.723539,0,5.8523998,104.02,1.0675589,-220.80099,1.0361264,426.09375,-10.9345,-0.5303
O=[N+]([O-])c1ccc(NN=C(Cc2ccccc2)C(=NNc2ccc([N+](=O)[O-])cc2)Cc2ccccc2)cc1,276,24,38,37,0,0,508.53799,14.324907,0,6.22434,140.42,9.0050755,-252.63448,1.0639218,477.98438,-14.3924,1.4733
[S+2]([O-])([O-])(O)c1cc2oc([nH0]c2c2cccc(NC(=O)c3ccccc3)c12)c1ccccc1,276,25,32,24,0,0,444.46698,12.085477,0,4.5812998,109.5,5.6618428,-219.67668,1.1340704,391.92188,-8.2404,-0.9443
O=C1N=C2N(N=C(N)C2=NN=C=2C=CC(OC)=CC=2)C(C)=C1,277,0,22,28,0,0,297.298,7.8085275,0,0.59189999,105,6.0093241,-148.10426,1.0661216,278.85938,0.9975,-1.7623
O=C1NN(c2ccccc2)C(=O)C1=NNc1ccc(C)cc1,277,12,22,23,0,1,294.314,8.2438021,0,1.84092,73.800003,2.2893076,-145.03885,1.0154777,289.82812,0.2472,-1.6549
S=C1Sc2ccccc2N1CN1CCCCC1,277,6,17,28,0,0,264.41699,7.5796957,0,2.8710001,38.57,6.3508081,-107.66217,1.0308656,256.5,5.108,3.9121
[I-].O=[N+]([O-])c1ccc2[nH0](c3ccc(C)cc3)c([nH0+](C)c2c1)C,277,15,22,22,0,0,409.22699,9.7155495,0,0.34323999,54.630001,12.091009,-151.85638,1.2729915,321.46875,-1.002,-3.6364
O=C1C(C)C2CC(O)C3C1(C2O)C(O)CC1C(C)(C)CCC(O)C31CO,277.5,0,26,60,0,0,368.47,9.3548994,0,0.089900002,118.22,1.6294208,-200.59372,1.0510353,350.57812,-5.2175,-5.1563
Cl.NC1C(N(C)C)C2CCC1(C)C2(C)C,277.5,0,15,40,0,0,232.799,6.6013203,0,2.5020001,29.26,1.4465276,-106.24017,1.0181178,228.65625,5.2097,4.1317
Clc1ccc(cc1)C(Cl)=NO,278,6,11,9,0,0,190.02899,4.5884161,0,2.7409,32.59,0.33308557,-86.453728,1.2043827,157.78125,12.038,0.8034
ClC(c1ccc(cc1)C(Cl)C(Cl)c1ccc(C#N)cc1[N+](=O)[O-])C(Cl)c1ccc(C#N)cc1[N+](=O)[O-],278,18,36,30,2,1,564.21198,13.781167,0,8.1483679,139.22,2.9902534,-266.28525,1.2326188,457.73438,-12.4935,2.1723
O=C1C(=C)C2(O)CC(OC(=O)C)C3C1(C2OC(=O)C)C(OC(=O)C)CC1C(C)(C)CCC(OC(=O)C)C31C,278.20001,0,38,73,0,1,534.60199,13.406927,0,2.4356999,142.5,0.76975906,-296.41074,1.0604223,504.14062,-16.7735,-6.387
O=CC=1C=C2C=C(C(=O)N=C2=CC=1N)C(=O)c1ccccc1,278.5,6,22,21,0,1,291.28598,8.127182,0,1.4067,89.589996,3.2041028,-146.83853,1.0924932,266.625,1.2482,-2.1405
Clc1ccc(cc1)c1[o+]ccc(c1)c1ccc(Cl)cc1.[Cl+3]([O-])([O-])([O-])[O-],278.5,18,25,19,0,0,401.629,9.56775,0,5.7789001,81.419998,30.818817,-199.19272,1.2559491,319.78125,-3.3948,-0.7429
Fc1ccc(cc1)C1c2ccc3ccccc3c2NC=2CC(C)(C)CC(=O)C=21,279,16,28,35,0,0,371.45499,10.975051,0,6.4507999,29.1,5.3197026,-181.99409,0.99489933,373.35938,-3.2802,6.4805
O=C1N=C2N(N=C(N)C2=NN=C=2C=CC(OC)=CC=2)C(=C1)c1ccccc1,279,6,27,30,0,0,359.36899,9.864707,0,1.7292,105,6.2262449,-175.09087,1.0823858,332.01562,-3.2167,0.4332
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=CNc1[nH0]ccc[nH0]1,279,12,27,27,0,0,362.349,9.5804358,0,1.2039,119.81,8.0496922,-182.14377,1.1361128,318.9375,-4.0197,-6.2474
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=C1c2ccccc2NC1=O,279,12,29,29,0,0,386.367,10.26116,0,1.8238,111.1,8.7444744,-196.19267,1.1405141,338.76562,-4.9307,-5.0387
S1CN(C[nH0]2c1[nH0][nH0]c2c1c[nH0]ccc1)c1[nH0]cccc1,279,17,21,19,0,0,296.358,8.1882114,0,2.3008001,59.73,8.7544079,-130.09874,1.1168175,265.35938,2.3361,2.426
[nH0]1c(ccc2cc3ccc([nH0]c3cc12)c1ccccc1)c1ccccc1,279,26,26,18,0,0,332.40601,10.581653,0,6.1170001,25.780001,3.3261678,-147.96556,0.96205777,345.51562,-1.623,8.284
O=C(N1C2=CC3=NC(C)C=C3C=C2C=C1C)C,279,0,17,26,0,0,225.271,6.5178819,0,2.5090899,32.669998,1.5935589,-107.34699,0.97977191,229.92188,6.457,0.4272
O=C(Nc1ccc(c(NC(=O)c2ccccc2)c1)c1ccc(NC(=O)c2ccccc2)cc1NC(=O)c1ccccc1)c1ccccc1,279,36,48,43,0,0,630.70398,18.697149,0,8.3627996,116.4,1.9451131,-304.5242,1.0418133,605.39062,-23.6623,3.3678
Clc1ccc(Cl)c(N=Nc2c3N=C(C)C=C([nH0]3[nH0]c2N)C)c1,279.5,11,22,22,0,0,335.198,8.5095396,0,5.2069001,80.919998,3.2076457,-149.51283,1.1858857,282.65625,1.3403,3.1037
O=C(N)c1c[nH0+]([O-])ccc1C,279.5,6,11,12,0,0,152.153,4.023087,0,-0.27268001,68.550003,5.8704629,-80.775352,1.0830599,140.48438,10.6949,-5.5031
NC=1N=NC2N=C(C)C=C(C)C2=1,280,0,12,18,0,1,161.188,4.410429,0,0.66599,63.099998,6.6148591,-75.180099,1.0642765,151.45312,11.3879,-0.9442
FC(F)(F)C=1N2N=C(N)C(=NN=C3=CC=CC(C)=C3)C2=NC(=O)C=1,280,0,24,27,0,0,335.26898,7.7122102,0,1.5503,95.769997,4.5844173,-190.68829,1.2245172,273.79688,0.5538,-2.0531
FC(F)(F)C1=NN(c2ccccc2)C(=O)C1=NNc1[nH][nH0]c(c1)c1ccccc1,280,17,29,25,0,0,398.34799,9.9435854,0,3.8097,85.739998,2.9686182,-218.35764,1.1473054,347.20312,-4.1393,0.8262
O=C1N(C)c2ccccc2C(O)=C1C1=NNC(=O)C1=Cc1ccc(C)cc1,280,12,27,30,0,0,359.38498,10.099082,0,2.8099201,82,6.7425079,-178.46191,1.0648444,337.5,-3.8496,-1.4071
Clc1ccc(C=C2C(=O)NN=C2C=2C(=O)N(C)c3ccccc3C=2O)c(Cl)c1,280,12,28,27,0,0,414.24799,10.612411,0,3.8608999,82,7.1249614,-198.10745,1.1887666,348.46875,-4.3646,-0.9424
O=[N+]([O-])C=1C=CC=2C(=NC(=C3C=CC(C=C3)=C3N=C4C=C([N+](=O)[O-])C=CC4=C3OC(=O)C)C=2OC(=O)C)C=1,280,0,38,42,0,1,512.43396,12.867501,0,3.625,168.96001,0.32712537,-273.79596,1.1978879,427.78125,-13.2298,-7.2027
Clc1ccc(cc1)c1oc(cc1)C=C1C(=O)NC(=S)NC1=O,280,11,22,18,0,0,332.767,8.5847425,0,2.3125999,103.43,5.054965,-157.04634,1.2116452,274.64062,0.6298,-2.0853
O=[N+]([O-])c1cccc(c1)c1oc(cc1)C=C1C(=O)NC(=O)NC1=O,280,11,24,19,0,0,327.25198,7.9745102,0,1.6042,134.23,3.4464107,-180.40413,1.2120445,270,-1.3565,-9.0873
ON=C(C)C=Cc1ccc(cc1)C=CC(=NO)C,280,6,18,24,0,0,244.29399,7.2188416,0,3.4131999,65.18,0.094498679,-121.98024,0.99667341,245.10938,2.3278,0.091
O=C(O)C=Cc1cccc(c1)C=CC(=O)O,280,6,16,16,0,0,218.20799,5.9011478,0,1.8822,74.599998,4.0973682,-119.25185,1.0491557,207.98438,4.204,-7.2731
O=C(OCC)C(=NNc1ccccc1)C#N,280,6,16,18,1,0,217.228,6.0761552,0,1.5411839,74.480003,3.8239894,-110.33142,1.0465667,207.5625,5.2051,-2.0393
O=C1C(=C)C2(OC(=O)C)CC(OC(=O)C)C3C1(C2OC(=O)C)C(OC(=O)C)CC1C(C)(C)CCC(OC(=O)C)C31C,280.20001,0,41,77,0,1,576.63898,14.449844,0,3.0065,148.57001,6.4871545,-320.75278,1.0720376,537.89062,-19.8093,-6.7199
Oc1c(cc(cc1C(C)(C)C)C(N)=NC)C(C)(C)C,280.5,6,19,38,0,0,262.397,7.9204683,0,3.3223,58.610001,2.3334441,-126.43896,0.88098878,297.84375,1.2152,1.788
[Cl+3]([O-])([O-])([O-])[O-].[o+]1ccc(cc1c1ccc(OC)cc1)c1ccc(OC)cc1,280.5,18,27,27,0,0,392.79099,9.918066,0,4.4366999,99.879997,32.699368,-211.46904,1.1565964,339.60938,-6.0701,-2.4205
ClC1=C(C=CC2=[N+](C)c3ccc(OC)cc3C2(C)C)CCCC1=CC=C1N(C)c2ccc(OC)cc2C1(C)C.[Cl+3]([O-])([O-])([O-])[O-],280.5,12,44,70,0,0,643.60797,17.233196,0,7.7055001,92.989998,37.172279,-319.05048,1.0565023,609.1875,-22.3261,5.0487
